Name,Team,Position,Year,Level,Age,FV,IDfg,Hit,Game,Raw,Spd,FB,SL,CMD,CB,CH,2022_Composite,2022_Rank,2022_Value,2023_Composite,2023_Rank,2023_Value,2024_Composite,2024_Rank,2024_Value,2025_Composite,2025_Rank,2025_Value,has_mlb
Jeferson Quero,MIL,C,2023,AAA,20.8083333,45,sa3015407,35 / 50,30 / 50,50 / 55,30 / 20,,,,,,,,,254.0,238.0,17240000.0,,,,,,,False
Yiddi Cappe,MIA,SS,2023,A+,20.95,50,sa3015515,30 / 55,30 / 45,45 / 55,55 / 60,,,,,,,,,121.16666666666669,130.0,26675000.0,,,,,,,False
Yanquiel Fernandez,COL,LF,2023,AAA,20.5777777,45+,sa3015648,30 / 40,25 / 60,60 / 70,40 / 30,,,,,,,,,164.2,169.0,18620000.0,,,,,,,False
Armando Cruz,WSN,SS,2023,A+,19.5361111,40,sa3015695,20 / 45,20 / 30,20 / 30,55 / 55,,,,,,,,,289.0,499.0,4507500.0,,,,,,,False
Cristian Hernandez,CHC,SS,2023,A+,19.6277777,45,sa3015696,20 / 35,25 / 50,50 / 60,55 / 55,,,,,,,,,130.28571428571428,132.0,19360000.0,,,,,,,False
Cristian Santana,DET,SS,2023,A,19.6777777,40,sa3015697,20 / 40,25 / 50,40 / 50,50 / 45,,,,,,,,,232.0,314.0,5895000.0,,,,,,,False
Victor Acosta,CIN,SS,2023,A+,19.1361111,40,sa3015705,20 / 40,20 / 40,40 / 45,60 / 60,,,,,,,,,242.0,231.0,6517500.0,,,,,,,False
Angel Genao,CLE,SS,2023,A+,19.1944444,40+,sa3015706,20 / 45,20 / 50,35 / 50,50 / 50,,,,,,,,,447.0,493.0,4552500.0,,,,,,,False
Manuel Beltre,TOR,SS,2023,A,19.1388888,35+,sa3015710,25 / 55,20 / 30,30 / 35,55 / 55,,,,,,,,,325.0,361.0,1847500.0,,,,,,,False
Denzer Guzman,LAA,SS,2023,AA,19.475,40,sa3015711,20 / 40,20 / 40,40 / 45,50 / 50,,,,,,,,,411.0,471.0,4717500.0,,,,,,,False
Moises Ballesteros,CHC,C,2023,AAA,19.725,45,sa3015713,25 / 50,25 / 55,55 / 60,20 / 20,,,,,,,,,230.3333333333333,297.0,16059999.999999998,,,,,,,False
Samuel Basallo,BAL,C,2023,AAA,18.9611111,40+,sa3015716,20 / 40,25 / 60,60 / 70,20 / 20,,,,,,,,,437.0,484.0,4619999.999999999,,,,,,,False
Samuel Zavala,SDP,RF,2023,A+,19.0388888,40+,sa3015718,20 / 40,20 / 50,45 / 55,50 / 50,,,,,,,,,136.14285714285714,128.0,7290000.0,,,,,,,False
Gabriel Gonzalez,SEA,RF,2023,A+,19.5694444,40+,sa3015723,25 / 50,20 / 50,50 / 55,45 / 40,,,,,,,,,94.14285714285714,108.0,7440000.0,,,,,,,False
Hendry Mendez,MIL,RF,2023,A+,19.7277777,40+,sa3015727,25 / 60,20 / 40,45 / 55,50 / 50,,,,,,,,,312.5,358.0,5565000.0,,,,,,,False
Leonardo Bernal,STL,C,2023,AA,19.4611111,40+,sa3015773,20 / 50,20 / 40,40 / 45,40 / 40,,,,,,,,,509.0,546.0,4500000.0,,,,,,,False
Hector Rodriguez,CIN,2B,2023,A+,19.3833333,35+,sa3015828,25 / 60,20 / 30,30 / 40,45 / 45,,,,,,,,,419.0,477.0,1557500.0,,,,,,,False
Bryant Betancourt,COL,C,2023,A+,19.7972222,35+,sa3015846,25 / 55,20 / 35,40 / 45,20 / 20,,,,,,,,,446.0,434.0,1665000.0,,,,,,,False
Rayne Doncon,LAD,LF,2023,A+,19.8527777,45,sa3016720,25 / 55,25 / 60,40 / 60,45 / 40,,,,,,,,,240.5,228.0,17440000.0,,,,,,,False
Carlos Jorge,CIN,2B,2023,A+,19.8527777,40+,sa3016722,20 / 50,25 / 60,45 / 55,55 / 55,,,,,,,,,129.2,149.0,7132500.0,,,,,,,False
Miguel Bleis,BOS,CF,2023,A+,19.4111111,55,sa3016834,20 / 50,25 / 65,55 / 70,50 / 50,,,,,,,,,77.81818181818181,76.0,45000000.00000001,,,,,,,False
Izaac Pacheco,DET,3B,2023,A+,20.6972222,40+,sa3016969,30 / 30,35 / 55,60 / 65,45 / 30,,,,,,,,,279.0,347.0,5647500.0,,,,,,,False
Marcelo Mayer,BOS,SS,2023,AAA,20.6305555,55,sa3017114,30 / 45,45 / 60,55 / 60,40 / 40,,,,,,,,,16.25,15.0,63300000.0,,,,,,,False
John Rhodes,BAL,3B,2023,AAA,22.9555555,35+,sa3017162,30 / 35,30 / 45,50 / 55,50 / 50,,,,,,,,,398.0,581.0,1500000.0,,,,,,,False
Benny Montgomery,COL,CF,2023,AA,20.8888888,40,sa3017169,30 / 35,20 / 40,45 / 55,70 / 70,,,,,,,,,120.14285714285714,118.0,7365000.0,,,,,,,False
Colson Montgomery,CHW,3B,2023,AAA,21.4222222,55,sa3017170,45 / 55,45 / 60,55 / 60,50 / 40,,,,,,,,,55.833333333333336,47.0,53700000.0,,,,,,,False
Wes Kath,CHW,3B,2023,A+,20.9888888,35+,sa3017172,20 / 30,30 / 50,50 / 60,50 / 50,,,,,,,,,409.0,470.0,1575000.0,,,,,,,False
Vaun Brown,SFG,CF,2023,AA,25.1,40+,sa3017282,30 / 35,40 / 45,50 / 50,70 / 70,,,,,,,,,202.4,178.0,6914999.999999999,,,,,,,False
Max Muncy,OAK,SS,2023,AAA,20.9277777,40,sa3017290,30 / 40,30 / 45,50 / 55,50 / 50,,,,,,,,,231.66666666666663,251.0,6367500.0,,,,,,,False
James Triantos,CHC,2B,2023,AAA,20.5,50,sa3017295,35 / 60,30 / 50,45 / 50,50 / 50,,,,,,,,,164.4,170.0,25575000.0,,,,,,,False
Joe Mack,MIA,C,2023,AA,20.5888888,40+,sa3017374,20 / 30,20 / 45,50 / 60,45 / 40,,,,,,,,,362.5,379.0,5407500.0,,,,,,,False
Jay Allen,CIN,CF,2023,A+,20.6861111,40+,sa3017403,30 / 40,30 / 45,50 / 60,60 / 60,,,,,,,,,209.75,213.0,6652500.0,,,,,,,False
Denzel Clarke,OAK,CF,2023,AA,23.2444444,40,sa3017426,30 / 35,45 / 50,60 / 70,55 / 50,,,,,,,,,223.5,220.0,6600000.0,,,,,,,False
Carlos Colmenarez,TBR,SS,2023,A,19.7055555,45,sa3017480,20 / 40,20 / 40,40 / 50,55 / 55,,,,,,,,,262.0,247.0,17060000.0,,,,,,,False
Kahlil Watson,MIA,SS,2023,AA,20.2861111,45,sa3017513,30 / 40,35 / 55,50 / 60,60 / 60,,,,,,,,,153.33333333333334,147.0,19060000.0,,,,,,,False
Edwin Arroyo,CIN,2B,2023,ST,19.9277777,50,sa3017626,20 / 45,25 / 55,50 / 55,55 / 55,,,,,,,,,60.81818181818182,61.0,36300000.0,,,,,,,False
Harry Ford,SEA,C,2023,AA,20.4388888,50,sa3017627,30 / 40,30 / 50,55 / 60,60 / 60,,,,,,,,,54.36363636363637,57.0,37180000.0,,,,,,,False
Aaron Zavala,TEX,RF,2023,AA,23.0972222,40+,sa3017665,35 / 60,30 / 30,40 / 40,50 / 50,,,,,,,,,97.125,105.0,7462500.0,,,,,,,False
Brady House,WSN,3B,2023,AAA,20.1527777,50,sa3017694,30 / 40,35 / 60,60 / 70,50 / 50,,,,,,,,,106.28571428571428,102.0,27445000.0,,,,,,,False
T.J. White,WSN,1B,2023,A+,20.0166666,35+,sa3017697,20 / 30,25 / 55,55 / 70,50 / 50,,,,,,,,,307.5,357.0,1857500.0,,,,,,,False
Daylen Lile,WSN,LF,2023,AA,20.6638888,40+,sa3017698,35 / 55,30 / 45,45 / 50,45 / 40,,,,,,,,,497.0,536.0,4500000.0,,,,,,,False
Mason Auer,TBR,RF,2023,AA,22.4111111,40+,sa3017791,30 / 50,30 / 50,55 / 60,55 / 55,,,,,,,,,178.83333333333334,160.0,7050000.0,,,,,,,False
Cooper Kinney,TBR,1B,2023,A+,20.5055555,40+,sa3017793,25 / 55,20 / 50,45 / 50,40 / 40,,,,,,,,,355.0,452.0,4859999.999999999,,,,,,,False
Carson Williams,TBR,SS,2023,AA,20.0944444,50,sa3017795,20 / 35,25 / 60,55 / 60,55 / 55,,,,,,,,,100.55555555555556,97.0,28380000.0,,,,,,,False
Cesar Prieto,BAL,2B,2023,AAA,24.2194444,40,sa3018100,50 / 60,30 / 35,40 / 40,40 / 40,,,,,,,,,361.0,559.0,4500000.0,,,,,,,False
Dyan Jorge,COL,SS,2023,A+,20.3638888,50,sa3018387,30 / 50,30 / 55,40 / 60,60 / 60,,,,,,,,,368.6666666666667,337.0,20982500.0,,,,,,,False
Diego Benitez,ATL,3B,2023,CPX,18.6944444,40+,sa3018391,25 / 55,20 / 50,45 / 55,40 / 40,,,,,,,,,438.5,426.0,5054999.999999999,,,,,,,False
Rosman Verdugo,SDP,SS,2023,A+,18.4916666,35+,sa3018393,30 / 35,30 / 30,40 / 45,50 / 50,,,,,,,,,260.0,418.0,1704999.9999999998,,,,,,,False
Jaison Chourio,CLE,RF,2023,A,18.1944444,40+,sa3018399,25 / 55,20 / 55,40 / 55,50 / 50,,,,,,,,,187.25,201.0,6742500.0,,,,,,,False
Cristhian Vaquero,WSN,CF,2023,A,18.8777777,45+,sa3018403,20 / 45,20 / 55,45 / 60,60 / 60,,,,,,,,,139.2,154.0,18920000.0,,,,,,,False
Ricardo Cabrera,CIN,2B,2023,A,18.7472222,40,sa3018405,20 / 50,20 / 45,35 / 50,50 / 45,,,,,,,,,278.0,255.0,6337500.0,,,,,,,False
Samuel Munoz,LAD,1B,2023,A,18.8527777,40,sa3018407,25 / 60,20 / 45,35 / 50,40 / 40,,,,,,,,,372.0,384.0,5370000.0,,,,,,,False
Lazaro Montes,SEA,DH,2023,A+,18.7694444,40,sa3018409,20 / 30,25 / 60,60 / 70,40 / 20,,,,,,,,,161.4,166.0,7005000.0,,,,,,,False
Jonathan Mejia,STL,SS,2023,CPX,18.2972222,40+,sa3018411,25 / 60,20 / 45,30 / 45,55 / 55,,,,,,,,,237.5,226.0,6555000.0,,,,,,,False
Nelson Rada,LAA,CF,2023,AA,17.9277777,45,sa3018421,25 / 50,20 / 45,30 / 45,60 / 60,,,,,,,,,412.0,472.0,12559999.999999998,,,,,,,False
Michael Arroyo,SEA,2B,2023,A+,18.7388888,40+,sa3018429,25 / 55,20 / 45,40 / 45,60 / 60,,,,,,,,,276.0,326.0,5805000.0,,,,,,,False
Carlos Sanchez,CIN,3B,2023,A,18.5472222,40,sa3018465,,,,,,,,,,,,,468.0,510.0,4500000.0,,,,,,,False
Enmanuel Tejeda,NYY,SS,2023,A,18.5944444,40,sa3018497,20 / 45,25 / 50,40 / 50,50 / 50,,,,,,,,,414.0,474.0,4695000.0,,,,,,,False
Mairoshendrick Martinus,LAD,3B,2023,CPX,18.4888888,40,sa3018505,20 / 35,25 / 60,45 / 70,55 / 50,,,,,,,,,393.0,463.0,4777500.0,,,,,,,False
Oswaldo Osorio,LAD,SS,2023,A,18.2972222,40,sa3018560,20 / 40,20 / 45,40 / 50,50 / 60,,,,,,,,,279.5,348.0,5640000.0,,,,,,,False
Echedry Vargas,TEX,SS,2023,A,18.4222222,40,sa3018565,20 / 40,20 / 40,40 / 45,55 / 55,,,,,,,,,488.0,529.0,4500000.0,,,,,,,False
Josue De Paula,LAD,LF,2023,A+,18.1805555,45+,sa3018591,25 / 55,25 / 60,55 / 65,40 / 30,,,,,,,,,127.66666666666669,180.0,18400000.0,,,,,,,False
Antony Peguero,MIA,RF,2023,CPX,18.125,35+,sa3018630,25 / 55,20 / 45,35 / 50,50 / 45,,,,,,,,,400.0,582.0,1500000.0,,,,,,,False
Jose Gerardo,MIA,RF,2023,CPX,18.1305555,35+,sa3018645,20 / 35,25 / 55,50 / 60,50 / 50,,,,,,,,,261.25,246.0,2135000.0,,,,,,,False
Cristofer Torin,ARI,2B,2023,A,18.175,45+,sa3018938,25 / 70,20 / 40,30 / 40,40 / 40,,,,,,,,,416.0,475.0,12500000.0,,,,,,,False
Won-Bin Cho,STL,RF,2023,A+,19.9416666,40,sa3019526,30 / 40,35 / 55,50 / 60,50 / 50,,,,,,,,,399.0,404.0,5220000.0,,,,,,,False
Yasser Mercedes,MIN,RF,2023,A,18.7027777,40+,sa3019557,25 / 50,20 / 55,45 / 60,55 / 50,,,,,,,,,202.2,194.0,6795000.0,,,,,,,False
Roderick Arias,NYY,SS,2023,A,18.8888888,40+,sa3019674,20 / 45,20 / 50,40 / 50,55 / 50,,,,,,,,,192.8,185.0,6862500.0,,,,,,,False
Jacob Berry,MIA,DH,2023,AAA,22.2333333,40+,sa3019825,30 / 45,30 / 50,60 / 60,40 / 40,,,,,,,,,114.75,108.0,7440000.0,,,,,,,False
Ivan Melendez,ARI,1B,2023,AA,23.5138888,40+,sa3019859,30 / 40,35 / 60,70 / 70,30 / 30,,,,,,,,,253.0,240.0,6450000.0,,,,,,,False
Dalton Rushing,LAD,C,2023,AAA,22.4388888,45,sa3019892,35 / 55,30 / 45,50 / 50,45 / 45,,,,,,,,,133.14285714285714,173.0,18540000.0,,,,,,,False
Jack Brannigan,PIT,3B/SIRP,2023,A+,22.3833333,35+,sa3019922,30 / 40,30 / 40,50 / 55,50 / 50,,,,,,,,,445.0,491.0,1522500.0,,,,,,,False
Jud Fabian,BAL,CF,2023,AAA,22.8388888,45,sa3019942,30 / 35,30 / 55,50 / 60,60 / 60,,,,,,,,,251.0,326.0,15480000.0,,,,,,,False
Danny Serretti,DET,SS,2023,AA,23.2277777,40,sa3019967,35 / 55,30 / 35,40 / 40,40 / 40,,,,,,,,,487.0,527.0,4500000.0,,,,,,,False
Spencer Jones,NYY,RF,2023,AA,22.2083333,45,sa3019969,30 / 35,35 / 60,65 / 70,40 / 40,,,,,,,,,82.875,94.0,21120000.0,,,,,,,False
Clark Elliott,OAK,RF,2023,A,22.8333333,35+,sa3019972,30 / 45,30 / 50,40 / 55,55 / 50,,,,,,,,,442.5,430.0,1674999.9999999998,,,,,,,False
Nathan Martorella,SDP,1B,2023,AA,22.4472222,45,sa3019978,35 / 50,35 / 55,60 / 60,30 / 30,,,,,,,,,493.0,534.0,12000000.0,,,,,,,False
Drew Gilbert,HOU,CF,2023,AAA,22.8388888,50,sa3019980,45 / 50,40 / 50,50 / 55,60 / 60,,,,,,,,,130.0,135.0,26537500.0,,,,,,,False
Dylan Beavers,BAL,RF,2023,AAA,21.9666666,45,sa3019983,30 / 40,30 / 60,60 / 70,55 / 55,,,,,,,,,205.4,197.0,18060000.0,,,,,,,False
Gavin Cross,KCR,CF,2023,AA,22.4611111,40+,sa3019985,30 / 40,30 / 50,55 / 55,55 / 50,,,,,,,,,72.18181818181819,71.0,9300000.0,,,,,,,False
Jacob Melton,HOU,CF,2023,AAA,22.8944444,40,sa3019988,30 / 40,30 / 45,55 / 55,60 / 60,,,,,,,,,261.6666666666667,261.0,6292500.0,,,,,,,False
Peyton Graham,DET,SS,2023,AA,22.5083333,40+,sa3019990,30 / 35,35 / 50,50 / 60,50 / 50,,,,,,,,,277.3333333333333,272.0,6210000.000000001,,,,,,,False
Cayden Wallace,KCR,3B,2023,AA,21.9777777,40+,sa3019996,30 / 40,30 / 50,50 / 55,50 / 50,,,,,,,,,320.0,308.0,5940000.0,,,,,,,False
Daniel Susac,OAK,C,2023,AA,22.2083333,45,sa3019997,30 / 40,35 / 55,60 / 70,35 / 30,,,,,,,,,277.3333333333333,272.0,16560000.000000002,,,,,,,False
Sterlin Thompson,COL,DH,2023,AA,22.0916666,45,sa3019999,35 / 55,30 / 50,50 / 50,50 / 50,,,,,,,,,237.25,225.0,17500000.0,,,,,,,False
Henry Bolte,OAK,RF,2023,AA,19.9861111,40,sa3020006,30 / 45,40 / 55,40 / 60,55 / 50,,,,,,,,,320.0,339.0,5707500.0,,,,,,,False
Tanner Schobel,MIN,SS,2023,AA,22.1527777,40+,sa3020009,30 / 50,30 / 40,40 / 45,60 / 60,,,,,,,,,470.0,512.0,4500000.0,,,,,,,False
Ryan Clifford,HOU,RF,2023,AA,20.025,45,sa3020126,30 / 40,35 / 60,60 / 65,40 / 30,,,,,,,,,204.0,409.0,13820000.000000002,,,,,,,False
Sal Stewart,CIN,3B,2023,A+,19.6444444,40,sa3020130,25 / 55,20 / 50,55 / 60,40 / 30,,,,,,,,,282.25,271.0,6217500.0,,,,,,,False
Cam Collier,CIN,3B,2023,A+,18.6916666,50,sa3020131,20 / 45,20 / 70,55 / 70,40 / 30,,,,,,,,,61.0,58.0,36960000.0,,,,,,,False
Tucker Toman,TOR,2B,2023,A,19.7138888,40+,sa3020132,20 / 40,25 / 55,50 / 60,50 / 50,,,,,,,,,323.5,340.0,5700000.0,,,,,,,False
Jett Williams,NYM,CF,2023,AAA,19.7388888,45+,sa3020134,25 / 60,20 / 45,45 / 50,70 / 70,,,,,,,,,122.875,125.0,19500000.0,,,,,,,False
Luke Adams,MIL,3B,2023,A+,19.2638888,35+,sa3020135,35 / 55,30 / 50,45 / 60,30 / 30,,,,,,,,,449.0,495.0,1512500.0,,,,,,,False
Brock Jones,TBR,CF,2023,A+,22.3361111,35+,sa3020190,30 / 35,35 / 50,60 / 60,60 / 60,,,,,,,,,237.75,227.0,2182500.0,,,,,,,False
Cade Doughty,TOR,3B,2023,AA,22.3416666,40,sa3020196,30 / 50,30 / 50,50 / 55,45 / 45,,,,,,,,,338.0,367.0,5497500.0,,,,,,,False
Cade Hunter,CIN,C,2023,A+,22.6666666,40,sa3020199,30 / 40,35 / 50,50 / 55,40 / 40,,,,,,,,,482.0,521.0,4500000.0,,,,,,,False
Josh Kasevich,TOR,3B,2023,AAA,22.5333333,45,sa3020203,35 / 70,30 / 35,40 / 40,40 / 40,,,,,,,,,481.0,520.0,12000000.0,,,,,,,False
Ryan Cermak,TBR,RF,2023,A+,22.1583333,35+,sa3020204,30 / 35,35 / 50,60 / 60,55 / 55,,,,,,,,,458.0,501.0,1500000.0,,,,,,,False
Elijah Green,WSN,LF,2023,A,19.6527777,40+,sa3020210,20 / 30,25 / 60,70 / 80,50 / 50,,,,,,,,,39.5,36.0,11400000.0,,,,,,,False
Roman Anthony,BOS,RF,2023,AAA,19.2111111,45+,sa3020211,25 / 50,30 / 55,50 / 60,55 / 50,,,,,,,,,290.0,349.0,15020000.0,,,,,,,False
Termarr Johnson,PIT,2B,2023,AA,19.1333333,55,sa3020214,25 / 60,25 / 55,55 / 60,50 / 40,,,,,,,,,32.75,25.0,60300000.0,,,,,,,False
Mikey Romero,BOS,2B,2023,AA,19.5472222,45,sa3020216,25 / 60,20 / 45,40 / 50,50 / 45,,,,,,,,,309.0,336.0,15280000.0,,,,,,,False
Brenner Cox,WSN,LF,2023,A,19.2166666,35+,sa3020217,20 / 50,20 / 45,30 / 45,50 / 50,,,,,,,,,483.0,522.0,1500000.0,,,,,,,False
Chandler Simpson,TBR,2B,2023,AA,22.6972222,35+,sa3020219,35 / 60,20 / 30,30 / 30,80 / 80,,,,,,,,,457.0,499.0,1502500.0,,,,,,,False
Justin Crawford,PHI,CF,2023,AA,19.5444444,45+,sa3020240,25 / 55,20 / 45,40 / 55,70 / 70,,,,,,,,,137.0,145.0,19100000.0,,,,,,,False
Cutter Coffey,BOS,SS,2023,A+,19.1888888,35+,sa3020280,20 / 40,20 / 40,35 / 45,55 / 55,,,,,,,,,440.0,487.0,1532500.0,,,,,,,False
Max Wagner,BAL,3B,2023,AA,21.9444444,40,sa3020415,30 / 45,35 / 50,50 / 55,50 / 50,,,,,,,,,361.5,376.0,5430000.0,,,,,,,False
Jacob Reimer,NYM,3B,2023,A+,19.4361111,40,sa3020416,25 / 50,20 / 45,40 / 45,40 / 40,,,,,,,,,413.0,473.0,4702500.0,,,,,,,False
Cole Young,SEA,2B,2023,AA,20.0166666,50,sa3020459,35 / 55,35 / 50,45 / 50,50 / 50,,,,,,,,,176.16666666666666,182.0,25245000.0,,,,,,,False
Xavier Isaac,TBR,1B,2023,AA,19.6166666,40+,sa3020498,25 / 55,25 / 55,55 / 60,20 / 20,,,,,,,,,229.5,239.0,6457500.0,,,,,,,False
Kevin Parada,NYM,LF,2023,AA,21.9888888,50,sa3020575,35 / 50,35 / 60,55 / 60,45 / 40,,,,,,,,,76.72727272727273,68.0,34760000.0,,,,,,,False
Alex Freeland,LAD,3B,2023,AAA,21.9305555,35+,sa3020653,30 / 45,30 / 45,45 / 50,40 / 40,,,,,,,,,471.0,513.0,1500000.0,,,,,,,False
Druw Jones,ARI,CF,2023,A,19.6694444,60,sa3020676,20 / 50,20 / 70,55 / 70,60 / 60,,,,,,,,,13.583333333333334,13.0,68160000.0,,,,,,,False
Gabriel Rincones Jr.,PHI,LF,2023,AA,22.4055555,40+,sa3020758,30 / 45,35 / 55,55 / 60,40 / 40,,,,,,,,,402.0,466.0,4755000.0,,,,,,,False
Ethan Salas,SDP,C,2023,A+,17.1611111,55,sa3020881,25 / 55,20 / 60,40 / 60,50 / 40,,,,,,,,,265.0,421.0,25462500.0,,,,,,,False
Luis Guanipa,ATL,CF,2023,A,17.6222222,45,sa3020884,25 / 55,20 / 55,45 / 55,70 / 70,,,,,,,,,348.0,448.0,13039999.999999998,,,,,,,False
Chase DeLauter,CLE,RF,2023,AAA,21.8083333,45,sa3021053,35 / 55,35 / 55,60 / 60,45 / 40,,,,,,,,,83.125,99.0,20320000.0,,,,,,,False
Alfredo Duno,CIN,C,2023,A,17.5611111,40+,sa3021066,20 / 40,25 / 60,60 / 70,40 / 30,,,,,,,,,338.0,443.0,4927500.0,,,,,,,False
Joendry Vargas,LAD,3B,2023,CPX,17.725,45,sa3021067,25 / 55,20 / 55,40 / 60,45 / 35,,,,,,,,,321.0,439.0,13220000.0,,,,,,,False
Derniche Valdez,CHC,SS,2023,CPX,17.3333333,40+,sa3021068,20 / 50,20 / 45,35 / 45,55 / 55,,,,,,,,,480.0,519.0,4500000.0,,,,,,,False
Sebastian Walcott,TEX,3B,2023,AA,17.375,50,sa3021069,20 / 40,25 / 70,60 / 70,60 / 50,,,,,,,,,320.0,438.0,18205000.0,,,,,,,False
Ariel Castro,MIN,RF,2023,CPX,17.45,40+,sa3021071,20 / 40,25 / 55,45 / 60,55 / 50,,,,,,,,,484.0,523.0,4500000.0,,,,,,,False
Brailer Guerrero,TBR,RF,2023,CPX,17.0944444,40+,sa3021072,25 / 55,25 / 55,45 / 55,45 / 40,,,,,,,,,349.0,449.0,4882500.0,,,,,,,False
Rayner Arias,SFG,RF,2023,CPX,17.25,45+,sa3021076,25 / 50,25 / 55,50 / 60,50 / 50,,,,,,,,,485.0,524.0,12000000.0,,,,,,,False
Daiverson Gutierrez,NYM,C,2023,A,17.8833333,40,sa3021086,20 / 40,25 / 55,50 / 60,30 / 30,,,,,,,,,451.0,496.0,4530000.0,,,,,,,False
Welbyn Francisca,CLE,2B,2023,A,17.2,45,sa3021087,25 / 70,20 / 45,35 / 45,55 / 50,,,,,,,,,479.0,517.0,12000000.0,,,,,,,False
Hendry Chivilli,MIN,SS,2023,CPX,17.875,40+,sa3021095,20 / 45,20 / 55,40 / 60,70 / 70,,,,,,,,,417.0,476.0,4680000.0,,,,,,,False
Moises Gomez,STL,RF,2023,AAA,24.9222222,35+,sa875163,30 / 30,45 / 50,70 / 70,40 / 40,,,,,,,,,234.0,223.0,2192500.0,,,,,,,False
Forrest Whitley,HOU,MIRP,2023,MLB,25.8722222,40,19586,,,,,50 / 50,50 / 50,35 / 35,50 / 55,50 / 55,,,,288.0,432.0,5009999.999999999,,,,,,,False
Sixto Sanchez,MIA,SP,2023,AAA,25.0,35+,19680,,,,,60 / 60,50 / 50,50 / 55,,60 / 70,,,,272.6666666666667,252.0,2120000.0,,,,,,,False
Kyle Muller,OAK,SP,2023,,25.8111111,45+,20167,,,,,50 / 50,60 / 60,40 / 40,55 / 55,45 / 45,,,,169.5,176.0,18480000.0,,,,,,,True
Luis Medina,OAK,SIRP,2023,MLB,24.2388888,40+,21649,,,,,65 / 65,,30 / 35,60 / 70,45 / 55,,,,296.0,505.0,4500000.0,,,,,,,True
Cole Winn,TEX,MIRP,2023,MLB,23.6777777,40,22113,,,,,55 / 55,60 / 60,30 / 35,50 / 50,55 / 55,,,,315.0,404.0,5220000.0,,,,,,,True
DL Hall,BAL,MIRP,2023,MLB,24.8611111,50,22207,,,,,70 / 70,55 / 55,30 / 40,55 / 55,60 / 60,,,,100.27272727272728,82.0,31680000.000000004,,,,,,,False
Owen White,TEX,SP,2023,MLB,23.9722222,45,22273,,,,,45 / 45,55 / 55,50 / 50,50 / 50,45 / 50,,,,104.11111111111111,90.0,21760000.0,,,,,,,False
Matthew Liberatore,STL,SP,2023,MLB,23.7305555,50,22294,,,,,40 / 40,50 / 55,55 / 60,60 / 60,45 / 55,,,,172.28571428571428,151.0,26097500.0,,,,,,,True
Taj Bradley,TBR,SP,2023,MLB,22.3583333,55,22543,,,,,60 / 60,60 / 60,50 / 60,40 / 40,45 / 55,,,,33.916666666666664,31.0,58500000.0,,,,,,,True
Yoendrys Gomez,NYY,SP,2023,MLB,23.7888888,40+,22872,,,,,55 / 55,,40 / 55,50 / 55,40 / 45,,,,204.0,455.0,4837500.0,,,,,,,True
Prelander Berroa,SEA,SIRP,2023,MLB,23.2805555,40+,22932,,,,,70 / 70,60 / 60,30 / 35,,,,,,344.6666666666667,320.0,5850000.0,,,,,,,True
Freddy Tarnok,OAK,SP,2023,AAA,24.6805555,40,23324,,,,,55 / 55,40 / 45,45 / 50,50 / 50,50 / 55,,,,244.75,249.0,6382500.0,,,,,,,False
Joey Cantillo,CLE,SP,2023,MLB,23.6138888,40,23335,,,,,50 / 50,30 / 35,40 / 50,50 / 55,55 / 60,,,,339.3333333333333,294.0,6045000.0,,,,,,,True
Ben Brown,CHC,SP,2023,MLB,23.8888888,50,23590,,,,,60 / 60,55 / 60,40 / 45,60 / 60,,,,,241.0,230.0,23925000.0,,,,,,,True
Grayson Rodriguez,BAL,SP,2023,MLB,23.7027777,55,24492,,,,,60 / 60,55 / 55,40 / 50,50 / 50,70 / 70,,,,10.5,8.0,65400000.0,,,,,,,True
Drew Rom,BAL,SP,2023,MLB,23.6222222,40,24602,,,,,30 / 30,50 / 55,50 / 55,,,,,,460.0,502.0,4500000.0,,,,,,,False
Randy Vasquez,NYY,MIRP,2023,MLB,24.7388888,40+,24719,,,,,50 / 50,,40 / 45,70 / 70,45 / 50,,,,284.5,260.0,6300000.0,,,,,,,True
Mike Burrows,PIT,SIRP,2023,MLB,23.725,45+,24728,,,,,55 / 55,,45 / 50,55 / 55,60 / 60,,,,174.0,192.0,18160000.0,,,,,,,False
Reese Olson,DET,MIRP,2023,MLB,23.9972222,40+,24968,,,,,55 / 55,55 / 60,30 / 30,50 / 50,70 / 70,,,,168.8,202.0,6735000.0,,,,,,,True
Cody Morris,CLE,MIRP,2023,,26.7361111,40+,25388,,,,,60 / 60,,40 / 40,50 / 50,60 / 60,,,,136.83333333333334,140.0,7200000.0,,,,,,,False
Brandon Williamson,CIN,SP,2023,MLB,25.325,45,25463,,,,,50 / 50,55 / 55,35 / 45,50 / 55,45 / 50,,,,260.25,245.0,17100000.0,,,,,,,False
Xzavion Curry,CLE,SP,2023,MLB,25.0055555,40,25595,,,,,50 / 50,50 / 55,45 / 50,50 / 50,30 / 35,,,,333.0,540.0,4500000.0,,,,,,,False
Peyton Battenfield,CLE,MIRP,2023,,25.9694444,35+,25777,,,,,40 / 40,45 / 50,40 / 45,50 / 50,45 / 45,,,,381.0,568.0,1500000.0,,,,,,,False
Hunter Brown,HOU,SP,2023,MLB,24.9166666,55,25880,,,,,60 / 60,60 / 60,40 / 50,70 / 70,40 / 45,,,,43.66666666666666,41.0,55500000.0,,,,,,,True
